user_id,age,gender,city,income_rub,family_status,created_at
user_00401,28,F,Екатеринбург,41967,с_родителями,2026-04-27 23:47:00
user_00402,34,F,Москва,69704,один,2026-04-27 23:47:00
user_00403,34,F,Москва,36866,один,2026-04-27 23:47:00
user_00404,29,F,Новосибирск,82683,семья_с_детьми,2026-04-27 23:47:00
user_00405,40,M,Москва,21859,семья_с_детьми,2026-04-27 23:47:00
user_00406,23,M,Новосибирск,52882,один,2026-04-27 23:47:00
user_00407,32,F,СПб,156898,один,2026-04-27 23:47:00
user_00408,35,M,Казань,26897,один,2026-04-27 23:47:00
user_00409,39,M,Москва,32641,один,2026-04-27 23:47:00
user_00410,41,M,Казань,66725,семья_с_детьми,2026-04-27 23:47:00
user_00411,22,M,СПб,54597,пара,2026-04-27 23:47:00
user_00412,18,M,СПб,60498,пара,2026-04-27 23:47:00
user_00413,46,M,Москва,65743,пара,2026-04-27 23:47:00
user_00414,37,M,Казань,71742,один,2026-04-27 23:47:00
user_00415,26,M,Новосибирск,95398,один,2026-04-27 23:47:00
user_00416,49,F,Москва,62685,семья_с_детьми,2026-04-27 23:47:00
user_00417,35,M,Москва,42414,с_родителями,2026-04-27 23:47:00
user_00418,45,M,Москва,73390,семья_с_детьми,2026-04-27 23:47:00
user_00419,34,F,Казань,153265,один,2026-04-27 23:47:00
user_00420,54,M,Казань,45270,семья_с_детьми,2026-04-27 23:47:00
user_00421,51,F,СПб,27317,семья_с_детьми,2026-04-27 23:47:00
user_00422,31,F,Москва,95248,семья_с_детьми,2026-04-27 23:47:00
user_00423,43,M,Москва,45604,пара,2026-04-27 23:47:00
user_00424,40,M,СПб,20000,пара,2026-04-27 23:47:00
user_00425,47,F,СПб,81507,пара,2026-04-27 23:47:00
user_00426,24,F,Екатеринбург,35553,один,2026-04-27 23:47:00
user_00427,40,M,Москва,46429,один,2026-04-27 23:47:00
user_00428,44,F,Казань,59825,один,2026-04-27 23:47:00
user_00429,18,M,СПб,54956,пара,2026-04-27 23:47:00
user_00430,22,F,СПб,75032,семья_с_детьми,2026-04-27 23:47:00
user_00431,18,M,Казань,37748,пара,2026-04-27 23:47:00
user_00432,31,F,Казань,66693,один,2026-04-27 23:47:00
user_00433,41,F,Екатеринбург,41951,с_родителями,2026-04-27 23:47:00
user_00434,49,F,Москва,76365,с_родителями,2026-04-27 23:47:00
user_00435,34,F,Москва,70913,семья_с_детьми,2026-04-27 23:47:00
user_00436,50,M,Казань,27965,с_родителями,2026-04-27 23:47:00
user_00437,20,M,СПб,94050,пара,2026-04-27 23:47:00
user_00438,18,M,Москва,35540,с_родителями,2026-04-27 23:47:00
user_00439,33,M,Москва,79605,один,2026-04-27 23:47:00
user_00440,37,F,Москва,61106,пара,2026-04-27 23:47:00
user_00441,33,M,Екатеринбург,147695,один,2026-04-27 23:47:00
user_00442,18,M,Москва,42869,один,2026-04-27 23:47:00
user_00443,33,F,Москва,39751,один,2026-04-27 23:47:00
user_00444,20,F,Москва,48452,семья_с_детьми,2026-04-27 23:47:00
user_00445,40,F,Москва,40867,семья_с_детьми,2026-04-27 23:47:00
user_00446,37,F,Москва,79218,пара,2026-04-27 23:47:00
user_00447,24,M,СПб,20000,один,2026-04-27 23:47:00
user_00448,28,M,Москва,26050,семья_с_детьми,2026-04-27 23:47:00
user_00449,23,F,Новосибирск,25830,семья_с_детьми,2026-04-27 23:47:00
user_00450,33,F,Москва,86697,пара,2026-04-27 23:47:00
user_00451,43,M,СПб,136812,семья_с_детьми,2026-04-27 23:47:00
user_00452,24,F,Екатеринбург,46042,один,2026-04-27 23:47:00
user_00453,39,M,Казань,44298,пара,2026-04-27 23:47:00
user_00454,28,M,СПб,51125,с_родителями,2026-04-27 23:47:00
user_00455,26,F,Москва,98432,один,2026-04-27 23:47:00
user_00456,32,F,Москва,28101,пара,2026-04-27 23:47:00
user_00457,23,F,Казань,56557,семья_с_детьми,2026-04-27 23:47:00
user_00458,28,M,Екатеринбург,88002,семья_с_детьми,2026-04-27 23:47:00
user_00459,22,F,Казань,66214,один,2026-04-27 23:47:00
user_00460,53,M,СПб,54926,один,2026-04-27 23:47:00
user_00461,34,M,Казань,89377,один,2026-04-27 23:47:00
user_00462,27,F,СПб,20000,семья_с_детьми,2026-04-27 23:47:00
user_00463,36,F,Москва,73623,пара,2026-04-27 23:47:00
user_00464,32,F,СПб,33108,один,2026-04-27 23:47:00
user_00465,31,F,Екатеринбург,20000,с_родителями,2026-04-27 23:47:00
user_00466,40,F,Москва,66617,пара,2026-04-27 23:47:00
user_00467,41,F,Казань,111769,один,2026-04-27 23:47:00
user_00468,28,M,Москва,45140,пара,2026-04-27 23:47:00
user_00469,28,M,СПб,86831,семья_с_детьми,2026-04-27 23:47:00
user_00470,31,M,Москва,128974,один,2026-04-27 23:47:00
user_00471,18,M,СПб,107898,один,2026-04-27 23:47:00
user_00472,18,F,Новосибирск,131134,семья_с_детьми,2026-04-27 23:47:00
user_00473,47,F,Москва,76517,пара,2026-04-27 23:47:00
user_00474,50,M,Казань,51290,пара,2026-04-27 23:47:00
user_00475,31,M,Новосибирск,20000,пара,2026-04-27 23:47:00
user_00476,39,F,Екатеринбург,42292,один,2026-04-27 23:47:00
user_00477,37,M,Москва,29556,один,2026-04-27 23:47:00
user_00478,64,F,Москва,180333,пара,2026-04-27 23:47:00
user_00479,45,F,Москва,44111,один,2026-04-27 23:47:00
user_00480,32,F,Екатеринбург,52781,один,2026-04-27 23:47:00
user_00481,24,F,Екатеринбург,68247,семья_с_детьми,2026-04-27 23:47:00
user_00482,18,F,СПб,50320,с_родителями,2026-04-27 23:47:00
user_00483,36,M,Новосибирск,135541,семья_с_детьми,2026-04-27 23:47:00
user_00484,26,F,СПб,33739,семья_с_детьми,2026-04-27 23:47:00
user_00485,19,F,Казань,55092,один,2026-04-27 23:47:00
user_00486,27,M,Москва,31398,с_родителями,2026-04-27 23:47:00
user_00487,23,F,Новосибирск,22203,один,2026-04-27 23:47:00
user_00488,50,F,Москва,33959,с_родителями,2026-04-27 23:47:00
user_00489,42,F,Новосибирск,47943,с_родителями,2026-04-27 23:47:00
user_00490,33,F,Новосибирск,37889,семья_с_детьми,2026-04-27 23:47:00
user_00491,48,F,Казань,32355,с_родителями,2026-04-27 23:47:00
user_00492,34,F,Москва,21082,пара,2026-04-27 23:47:00
user_00493,25,F,Москва,46636,один,2026-04-27 23:47:00
user_00494,49,F,Москва,20000,пара,2026-04-27 23:47:00
user_00495,39,F,Москва,77345,семья_с_детьми,2026-04-27 23:47:00
user_00496,23,F,Москва,51506,один,2026-04-27 23:47:00
user_00497,32,F,Екатеринбург,20444,семья_с_детьми,2026-04-27 23:47:00
user_00498,25,M,СПб,40719,с_родителями,2026-04-27 23:47:00
user_00499,20,F,Москва,31216,один,2026-04-27 23:47:00
