user_id,segment,family_score,budget_score,gourmet_score,busy_score,traditional_score,churn_risk,predicted_ltv,updated_at
user_00396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00397,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00398,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00399,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00401,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00402,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00403,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00404,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00407,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00408,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00409,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00410,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00411,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00412,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00413,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00416,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00417,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00418,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00419,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00420,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00423,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00424,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00426,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00428,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00429,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00430,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00431,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00433,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00434,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00435,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00436,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00437,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00438,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00439,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00440,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00441,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00442,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00443,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00445,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00446,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00447,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00449,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00450,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00451,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00452,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00453,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00455,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00457,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00458,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00459,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00460,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00461,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00463,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00464,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00465,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00466,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00468,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00469,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00470,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00471,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00473,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00474,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00475,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00476,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00478,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00479,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00480,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00481,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00482,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00483,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00486,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00487,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00488,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00489,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00490,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00491,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00493,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00494,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00495,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00496,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00497,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00498,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00499,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
